num,text,timestamp,label,location,date,resources,clean_text
2396,"""@TORNADOHUNT: Tornado crossing I-95 between Fredericksburg and Richmond now. Take shelter in Bowling Green, VA"">WTH",1970-01-01 00:00:00.000040661,1,Mumbai,1970-01-01,['shelter'],tornado crossing i between fredericksburg richmond now take shelter bowling green vawth
2402,"“@toddstarnes: @alexsturgill tornado touching down right now on Blue Springs Road, Hwy 411” Please seek shelter in @ClevelandTN.",1970-01-01 00:00:00.000040661,1,Mumbai,1970-01-01,['shelter'],tornado touching down right now blue springs road hwy please seek shelter
2403,“@wsbtvstorm: Brad Nitz: National Weather Service in Birmingham has just gone into their  tornado shelter.” Um. WTF?,1970-01-01 00:00:00.000040661,1,Hyderabad,1970-01-01,['shelter'],brad nitz national weather service birmingham has gone their tornado shelter um wtf
2404,@fiveaciousTDK oh ok my sis n law called and said her and the kids were heading to a shelter cuz a tornado and they're n ATL,1970-01-01 00:00:00.000040661,1,Delhi,1970-01-01,['shelter'],oh ok my sis n law called said her kids heading shelter cuz tornado theyre n atl
2405,"RT @TORNADOHUNT: Tornado crossing I-95 between Fredericksburg and Richmond now. Take shelter in Bowling Green, VA",1970-01-01 00:00:00.000040661,0,Kolkata,1970-01-01,['shelter'],rt tornado crossing i between fredericksburg richmond now take shelter bowling green va
2408,"US/Silver Spring: NWS issues Tornado Warning for parts of #AL, #GA, #TN, #VA. Seek strong shelter now if at risk: http://ow.ly/4IyE0",1970-01-01 00:00:00.000040661,1,Hyderabad,1970-01-01,['shelter'],ussilver spring nws issues tornado warning parts seek strong shelter now if risk
2410,"RT @TORNADOHUNT: Tornado will pass south of Rome, GA. Lindale, Euharlee, & Kingston in direct path. Goto safe shelter ASAP!",1970-01-01 00:00:00.000040661,1,Delhi,1970-01-01,['shelter'],rt tornado pass south rome ga lindale euharlee kingston direct path goto safe shelter asap
2411,"RT @TORNADOHUNT: Alabaster, AL take immediate shelter. Tornado is fast approaching and will cross I-65 soon.",1970-01-01 00:00:00.000040661,1,Hyderabad,1970-01-01,['shelter'],rt alabaster al take immediate shelter tornado fast approaching cross i soon
2414,"@TORNADOHUNT: Tornado will pass south of Rome, GA. Lindale, Euharlee, & Kingston in direct path. Goto safe shelter ASAP!",1970-01-01 00:00:00.000040661,1,Mumbai,1970-01-01,['shelter'],tornado pass south rome ga lindale euharlee kingston direct path goto safe shelter asap
2421,"Tornado will pass south of Rome, GA. Lindale, Euharlee, & Kingston in direct path. Goto safe shelter ASAP!",1970-01-01 00:00:00.000040661,1,Hyderabad,1970-01-01,['shelter'],tornado pass south rome ga lindale euharlee kingston direct path goto safe shelter asap
2423,"Walker County - EMA reports tornado touch down, 65 homes affected, 30 destroyed. Shelter is open at the Walker County Agriculture Center.",1970-01-01 00:00:00.000040661,0,Kolkata,1970-01-01,['shelter'],walker county ema reports tornado touch down homes affected destroyed shelter open walker county agriculture center
2424,"RT @Estrelinha72: RT @TORNADOHUNT: Tornado crossing I-95 between Fredericksburg and Richmond now. Take shelter in Bowling Green, VA",1970-01-01 00:00:00.000040661,0,Mumbai,1970-01-01,['shelter'],rt rt tornado crossing i between fredericksburg richmond now take shelter bowling green va
2426,"Stay safe RT @utknoxville: To anyone on campus, a severe storm with tornado conditions is in the immediate area. Seek shelter immediately.",1970-01-01 00:00:00.000040661,1,Chennai,1970-01-01,['shelter'],stay safe rt anyone campus severe storm tornado conditions immediate area seek shelter immediately
2427,ALABAMA!! ABC 33/40 REPORTING NEW CULLMAN TORNADO ABOUT TO HIT YOU ~ SEEK SHELTER NOW!,1970-01-01 00:00:00.000040661,1,Hyderabad,1970-01-01,['shelter'],alabama abc reporting new cullman tornado hit you seek shelter now
2430,"RT @Nascarnoll: RT @TORNADOHUNT: Alabaster, AL take immediate shelter. Tornado is fast approaching and will cross I-65 soon.",1970-01-01 00:00:00.000040661,1,Mumbai,1970-01-01,['shelter'],rt rt alabaster al take immediate shelter tornado fast approaching cross i soon
2438,Church = tornado shelter right now bahhh! http://yfrog.com/h2rxcwej,1970-01-01 00:00:00.000040661,1,Mumbai,1970-01-01,['shelter'],church tornado shelter right now bahhh
2439,"I just want to sleep. Instead, we're setting up a tornado shelter in the hallway. Fun times.",1970-01-01 00:00:00.000040661,0,Mumbai,1970-01-01,['shelter'],i want sleep instead setting tornado shelter hallway fun times
2447,"whoa! RT- @TORNADOHUNT Tornado crossing I-95 between Fredericksburg and Richmond now. Take shelter in Bowling Green, VA",1970-01-01 00:00:00.000040661,1,Kolkata,1970-01-01,['shelter'],whoa rt tornado crossing i between fredericksburg richmond now take shelter bowling green va
2448,"RT @TORNADOHUNT Tornado crossing I-95 between Fredericksburg and Richmond now. Take shelter in Bowling Green, VA",1970-01-01 00:00:00.000040661,0,Delhi,1970-01-01,['shelter'],rt tornado crossing i between fredericksburg richmond now take shelter bowling green va
2449,"RT @TORNADOHUNT: Alabaster, #alabama take immediate shelter. #tornado is fast approaching; will cross I-65 soon. #severe #takeshelter",1970-01-01 00:00:00.000040661,1,Kolkata,1970-01-01,['shelter'],rt alabaster take immediate shelter fast approaching cross i soon
2452,"RT @TORNADOHUNT: Tornado crossing I-95 between Fredericksburg and Richmond now. Take shelter in Bowling Green, VA/ @drpenn be safe!",1970-01-01 00:00:00.000040661,0,Chennai,1970-01-01,['shelter'],rt tornado crossing i between fredericksburg richmond now take shelter bowling green va be safe
2453,"LESSON: If you want to film a tornado, just leave your camera recording on some flat surface, and go to FREAKING SHELTER! #tornado",1970-01-01 00:00:00.000040661,0,Bangalore,1970-01-01,['shelter'],lesson if you want film tornado leave your camera recording flat surface go freaking shelter
2454,"Tornado crossing I-95 between Fredericksburg and Richmond now. Take shelter in Bowling Green, VA",1970-01-01 00:00:00.000040661,0,Mumbai,1970-01-01,['shelter'],tornado crossing i between fredericksburg richmond now take shelter bowling green va
2455,"#tcot #news #prolife RT @TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW! TAKE SHELTER NOW!!! #severe",1970-01-01 00:00:00.000040661,1,Mumbai,1970-01-01,['shelter'],rt destructive tornado ripping through tuscaloosa al now take shelter now
2456,Looks like tornado hitting Cropwell - where another client lives on lake. Glad the house is concrete construction with a FEMA shelter inside,1970-01-01 00:00:00.000040661,0,Chennai,1970-01-01,['shelter'],looks like tornado hitting cropwell where another client lives lake glad house concrete construction fema shelter inside
2457,#tornado #madison #alabama Sky just turned a scary shade of yellow here. Taking shelter. http://twitpic.com/4qbr0h ,1970-01-01 00:00:00.000040661,1,Bangalore,1970-01-01,['shelter'],sky turned scary shade yellow taking shelter
2460,"Damn, crazy sh*t RT @TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe",1970-01-01 00:00:00.000040661,1,Kolkata,1970-01-01,['shelter'],damn crazy sht rt destructive tornado ripping through tuscaloosa al now take shelter now
2461,A tornado has touched down in Cleveland. Take shelter now! Hunkering down w the roomie. So scared. Pray,1970-01-01 00:00:00.000040661,1,Mumbai,1970-01-01,['shelter'],tornado has touched down cleveland take shelter now hunkering down w roomie scared pray
2465,RT @Peaceful_intent “@BeReadyCalhoun: Confirmed tornado on the ground in Piedmont. Take shelter now! #alwx”,1970-01-01 00:00:00.000040661,1,Hyderabad,1970-01-01,['shelter'],rt confirmed tornado ground piedmont take shelter now
2466,This tornado shit is over the top right now.  Had to seek shelter over Mikey bc my kids were going crazy.,1970-01-01 00:00:00.000040661,1,Kolkata,1970-01-01,['shelter'],this tornado shit top right now had seek shelter mikey bc my kids going crazy
2470,"@sam_s32  ---> RT @FindTheTornado: To err on  side of caution if your near Pell City, AL seek shelter , cannot confirm, but possible tornado",1970-01-01 00:00:00.000040661,1,Kolkata,1970-01-01,['shelter'],rt err side caution if your near pell city al seek shelter cannot confirm but possible tornado
2475,@BrenDee85 Same tornado cell that hit Tuscaloosa & Birmingham. Just hope she finds good shelter. Should be there around or after 9pm.,1970-01-01 00:00:00.000040661,1,Bangalore,1970-01-01,['shelter'],tornado cell that hit tuscaloosa birmingham hope she finds good shelter should be around pm
2476,"LMFAO @get_LOWren trying to get some shelter from the tornado, too bad :/ hopefully she'll be okay out there http://plixi.com/p/96566315",1970-01-01 00:00:00.000040661,1,Mumbai,1970-01-01,['shelter'],lmfao trying get shelter tornado bad hopefully shell be okay out
2477,"RT @TORNADOHUNT: Giant hail and strong tornado vortex signature over Eagleton Village, TN heading for Knoxville. take immediate shelter.",1970-01-01 00:00:00.000040661,1,Bangalore,1970-01-01,['shelter'],rt giant hail strong tornado vortex signature eagleton village tn heading knoxville take immediate shelter
2478,"To err on the side of caution if your near Pell City, AL seek shelter if you havent already, cannot confirm, but possible tornado",1970-01-01 00:00:00.000040661,0,Kolkata,1970-01-01,['shelter'],err side caution if your near pell city al seek shelter if you havent already cannot confirm but possible tornado
2481,"Alabaster, AL take immediate shelter. Tornado is fast approaching and will cross I-65 soon.",1970-01-01 00:00:00.000040661,1,Hyderabad,1970-01-01,['shelter'],alabaster al take immediate shelter tornado fast approaching cross i soon
2483,"roommates are skeptical of the tornado, i for one have taken shelter in our laundry room. #nowindows #justsmellyclothes.",1970-01-01 00:00:00.000040661,1,Mumbai,1970-01-01,['shelter'],roommates skeptical tornado i one have taken shelter our laundry room
2486,=@makeshiftjen TORNADO shelter = secret magical world.  Apparently.,1970-01-01 00:00:00.000040661,0,Hyderabad,1970-01-01,['shelter'],tornado shelter secret magical world apparently
2487,"UVa homepg:""Tornado sighted. Take shelter immediately""-casual warning that i may indeed get carried off by a violent, rotating column of air",1970-01-01 00:00:00.000040661,1,Delhi,1970-01-01,['shelter'],uva homepgtornado sighted take shelter immediatelycasual warning that i may indeed get carried off violent rotating column air
2488,“@TORNADOHUNT: 5 tornado warnings for counties southwest of Wash DC heading for the beltway. Prepare to take shelter in the metro area” SHIT,1970-01-01 00:00:00.000040661,0,Bangalore,1970-01-01,['shelter'],tornado warnings counties southwest wash dc heading beltway prepare take shelter metro area shit
2494,"RT @ismiglif @kberry08: tornado advice from Atlanta news is to ""seek shelter in a substantial structure- NOT a mobile home"". Good to know.",1970-01-01 00:00:00.000040661,0,Hyderabad,1970-01-01,['shelter'],rt tornado advice atlanta news seek shelter substantial structure mobile home good know
2509,=@cth0mps0n We had to go to the TORNADO shelter at the airport. Sucked. had to clear security a second time.,1970-01-01 00:00:00.000040661,0,Bangalore,1970-01-01,['shelter'],we had go tornado shelter airport sucked had clear security second time
2511,"Last time my great grandma pulled us into the ""tornado shelter"" (laundry room) I was 6 and nothing happened..... i just played my gameboy.",1970-01-01 00:00:00.000040661,0,Bangalore,1970-01-01,['shelter'],last time my great grandma pulled us tornado shelter laundry room i nothing happened i played my gameboy
2512,#Tornado UA rec center opened for shelter. Counselors are on hand for students,1970-01-01 00:00:00.000040661,1,Hyderabad,1970-01-01,['shelter'],ua rec center opened shelter counselors hand students
2513,"Wow RT @TWCBreaking DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe",1970-01-01 00:00:00.000040661,1,Bangalore,1970-01-01,['shelter'],wow rt destructive tornado ripping through tuscaloosa al now take shelter now
2514,BeReadyCalhoun: Confirmed tornado on the ground in Piedmont. Take shelter now! #alwx,1970-01-01 00:00:00.000040661,1,Mumbai,1970-01-01,['shelter'],bereadycalhoun confirmed tornado ground piedmont take shelter now
2517,"Never ends! RT @TORNADOHUNT: fast moving tornado east side of Birmingham, AL. If you live in Pell City or Lincoln u must take shelter no ...",1970-01-01 00:00:00.000040661,1,Mumbai,1970-01-01,['shelter'],never ends rt fast moving tornado east side birmingham al if you live pell city lincoln u must take shelter
2518,Confirmed tornado on the ground in Piedmont. Take shelter now! #alwx,1970-01-01 00:00:00.000040661,1,Mumbai,1970-01-01,['shelter'],confirmed tornado ground piedmont take shelter now
2519,"RT @TORNADOHUNT fast moving tornado east side of Birmingham, AL. If you live in Pell City or Lincoln u must take shelter now!!!",1970-01-01 00:00:00.000040661,1,Hyderabad,1970-01-01,['shelter'],rt fast moving tornado east side birmingham al if you live pell city lincoln u must take shelter now
2521,I've heard the recommendation (again) of using a bicycle helmet while taking shelter during a tornado or high wind event.  Good idea!,1970-01-01 00:00:00.000040661,0,Mumbai,1970-01-01,['shelter'],ive heard recommendation using bicycle helmet while taking shelter during tornado high wind event good idea
2524,"fast moving tornado east side of Birmingham, AL. If you live in Pell City or Lincoln u must take shelter now. U have just minutes!",1970-01-01 00:00:00.000040661,1,Hyderabad,1970-01-01,['shelter'],fast moving tornado east side birmingham al if you live pell city lincoln u must take shelter now u have minutes
2530,"RT @TORNADOHUNT: Radar being obscured by mountains. Possible tornado near Pigeon Forge and Gatlinburg, TN. Seek shelter immediately!",1970-01-01 00:00:00.000040661,1,Delhi,1970-01-01,['shelter'],rt radar being obscured mountains possible tornado near pigeon forge gatlinburg tn seek shelter immediately
2534,Take Shelter!!! They don't have the technology right now to see the smaller evidence of a tornado forming!!,1970-01-01 00:00:00.000040661,1,Chennai,1970-01-01,['shelter'],take shelter they dont have technology right now see smaller evidence tornado forming
2536,@BradNitzWSB I heard it's best to get out of car & shelter in ditch during tornado?  Why?,1970-01-01 00:00:00.000040661,1,Delhi,1970-01-01,['shelter'],i heard its best get out car shelter ditch during tornado why
2539,"Per @kberry08: tornado advice from Atlanta news is to ""seek shelter in a substantial structure- NOT a mobile home"". Good to know.",1970-01-01 00:00:00.000040661,1,Hyderabad,1970-01-01,['shelter'],per tornado advice atlanta news seek shelter substantial structure mobile home good know
2544,I love how the tornado warnings in GA remind people to seek shelter in a structure that's not a mobile home.,1970-01-01 00:00:00.000040661,1,Mumbai,1970-01-01,['shelter'],i love how tornado warnings ga remind people seek shelter structure thats mobile home
2553,Yall think I'm playing. The closet will be my tornado shelter. My daddy better find somewhere to go. Aint no room for the both of us.,1970-01-01 00:00:00.000040661,1,Chennai,1970-01-01,['shelter'],yall think im playing closet be my tornado shelter my daddy better find somewhere go aint room us
2554,Shit if a tornado suppose to b coming why I don't hear anyone at #MyAsu talking about an underground shelter...Smh We all dead,1970-01-01 00:00:00.000040661,1,Bangalore,1970-01-01,['shelter'],shit if tornado suppose b coming why i dont hear anyone talking underground sheltersmh we dead
2558,@iwbadg scary stuff!! Do you have a tornado shelter? Be safe!,1970-01-01 00:00:00.000040661,0,Bangalore,1970-01-01,['shelter'],scary stuff do you have tornado shelter be safe
2564,Dangerous tornado on the ground near Glencoe & Websters Chapel Rd.  TAKE SHELTER #alwx,1970-01-01 00:00:00.000040661,1,Delhi,1970-01-01,['shelter'],dangerous tornado ground near glencoe websters chapel rd take shelter
2566,"Thank god for West !:)
We are all tornado ready with our snacks, shelter, and relief!
#AAMU",1970-01-01 00:00:00.000040661,0,Bangalore,1970-01-01,['shelter'],thank god west we tornado ready our snacks shelter relief
2568,"Giant hail and strong tornado vortex signature over Eagleton Village, TN heading for Knoxville. take immediate shelter.",1970-01-01 00:00:00.000040661,1,Chennai,1970-01-01,['shelter'],giant hail strong tornado vortex signature eagleton village tn heading knoxville take immediate shelter
2571,RT @mhaithaca: NWS has issued a tornado warning effective until 9:26pm. Seek shelter away from windows. http://tinyurl.com/5r547ec,1970-01-01 00:00:00.000040661,1,Delhi,1970-01-01,['shelter'],rt nws has issued tornado warning effective until pm seek shelter away windows
2572,Half mile wide tornado confirmed on the ground tracking towards Webster's Chapel Methodist Church.  Take Shelter!!!,1970-01-01 00:00:00.000040661,1,Bangalore,1970-01-01,['shelter'],half mile wide tornado confirmed ground tracking towards websters chapel methodist church take shelter
2573,"RT @TORNADOHUNT 
Radar being obscured by mountains. Possible tornado near Pigeon Forge and Gatlinburg, TN. Seek shelter immediately!",1970-01-01 00:00:00.000040661,1,Hyderabad,1970-01-01,['shelter'],rt radar being obscured mountains possible tornado near pigeon forge gatlinburg tn seek shelter immediately
2577,Tornado WARNING in effect for Tompkins County including Ithaca until 9pm.  Monitor TV/radio NOW and be ready to take shelter IMMEDIATELY!!!,1970-01-01 00:00:00.000040661,1,Kolkata,1970-01-01,['shelter'],tornado warning effect tompkins county including ithaca until pm monitor tvradio now be ready take shelter immediately
2579,"Tornado watch. We're discussing where we'll seek shelter. He picked the safe ""room"".  I picked the wine cellar.  What?",1970-01-01 00:00:00.000040661,1,Hyderabad,1970-01-01,['shelter'],tornado watch discussing where well seek shelter he picked safe room i picked wine cellar what
2580,"NWS has issued a tornado warning effective until 9:26pm, replacing tornado watch. Seek shelter away from windows. http://tinyurl.com/5r547ec",1970-01-01 00:00:00.000040661,1,Chennai,1970-01-01,['shelter'],nws has issued tornado warning effective until pm replacing tornado watch seek shelter away windows
2581,im freaking. everyone is saying to go in shelter cause their might be a tornado :O,1970-01-01 00:00:00.000040661,0,Bangalore,1970-01-01,['shelter'],im freaking everyone saying go shelter cause their might be tornado o
2584,"Radar being obscured by mountains. Possible tornado near Pigeon Forge and Gatlinburg, TN. Seek shelter immediately!",1970-01-01 00:00:00.000040661,1,Bangalore,1970-01-01,['shelter'],radar being obscured mountains possible tornado near pigeon forge gatlinburg tn seek shelter immediately
2587,"Wow! that was really scary, we had to take shelter because of a tornado warning for about 30 minutes, everyone's okay at least",1970-01-01 00:00:00.000040661,0,Kolkata,1970-01-01,['shelter'],wow that really scary we had take shelter because tornado warning minutes everyones okay least
2589,Tornado just went over our house in Ohatchee/Southside area. In storm shelter; kids crying and upset. #alwx,1970-01-01 00:00:00.000040661,1,Hyderabad,1970-01-01,['shelter'],tornado went our house ohatcheesouthside area storm shelter kids crying upset
2590,And they Tweet! :) RT @barrymoltz: Do you know what most People do in the tornado shelter...they text!,1970-01-01 00:00:00.000040661,0,Mumbai,1970-01-01,['shelter'],they tweet rt do you know what people do tornado shelterthey text
2594,"RT @TORNADOHUNT: Tornado about to pass over I-95 just north of Richmond, VA close to Ashland. Take shelter in Bowling Green, VA!",1970-01-01 00:00:00.000040661,1,Mumbai,1970-01-01,['shelter'],rt tornado pass i north richmond va close ashland take shelter bowling green va
2599,"It's days like this that make you happy you located a handy tornado shelter. You did that already, right?",1970-01-01 00:00:00.000040661,0,Kolkata,1970-01-01,['shelter'],its days like this that make you happy you located handy tornado shelter you did that already right
2603,"Birmingham, Alabama Tornado Warning- Live Video 
Birmingham Opens Storm Shelter as Tornado hits Tuscaloosa As a massive tornado tears throu",1970-01-01 00:00:00.000040661,1,Bangalore,1970-01-01,['shelter'],birmingham alabama tornado warning live video birmingham opens storm shelter as tornado hits tuscaloosa as massive tornado tears throu
2604,"RT @TORNADOHUNT: Tornado heading for Cumberland, KY. Take shelter! If u live in a mobile home go to a safer sh… (cont) http://deck.ly/~aoouG",1970-01-01 00:00:00.000040661,1,Chennai,1970-01-01,['shelter'],rt tornado heading cumberland ky take shelter if u live mobile home go safer sh cont
2605,"RT @RVAREGal “@TORNADOHUNT: Tornado about to pass over I-95 just north of Richmond, VA close to Ashland. Take shelter in Bowling Green, VA!”",1970-01-01 00:00:00.000040660,1,Delhi,1970-01-01,['shelter'],rt tornado pass i north richmond va close ashland take shelter bowling green va
2606,=@AtSlayernick @bgossett12  hey yall can come to my TORNADO shelter. i have a full armagedon kit plus you can play with the radio.,1970-01-01 00:00:00.000040660,1,Mumbai,1970-01-01,['shelter'],hey yall come my tornado shelter i have full armagedon kit plus you play radio
2608,I'm hanging out at my parent house. They have the ultimate tornado shelter: A cave. Hopefully I'll have a home to return to. Many do not.,1970-01-01 00:00:00.000040660,1,Chennai,1970-01-01,['shelter'],im hanging out my parent house they have ultimate tornado shelter cave hopefully ill have home return many do
2610,"Tornado warning. If you are in Ohatchee or other parts of northwest  Calhoun County, seek shelter NOW. #fb http://bit.ly/klJP99",1970-01-01 00:00:00.000040660,1,Kolkata,1970-01-01,['shelter'],tornado warning if you ohatchee parts northwest calhoun county seek shelter now
2611,"@jennspiller Tornado about to pass over I-95 just north of Richmond, VA close to Ashland. Take shelter in Bowling Green, VA!",1970-01-01 00:00:00.000040660,1,Mumbai,1970-01-01,['shelter'],tornado pass i north richmond va close ashland take shelter bowling green va
2612,"Tornado about to pass over I-95 just N. of #Richmond, #VA. Close to #Ashland. Great, I have friend there. Also Bowling Green. Seek Shelter.",1970-01-01 00:00:00.000040660,1,Chennai,1970-01-01,['shelter'],tornado pass i n close great i have friend also bowling green seek shelter
2615,"Tornado heading for Cumberland, KY. Take shelter! If u live in a mobile home go to a safer shelter now! @inskok",1970-01-01 00:00:00.000040660,1,Chennai,1970-01-01,['shelter'],tornado heading cumberland ky take shelter if u live mobile home go safer shelter now
2616,"Tornado about to pass over I-95 just north of Richmond, VA close to Ashland. Take shelter in Bowling Green, VA!",1970-01-01 00:00:00.000040660,1,Hyderabad,1970-01-01,['shelter'],tornado pass i north richmond va close ashland take shelter bowling green va
2617,Tornado Warning for Northwestern Calhoun County until 745. Very dangerous storm. Take shelter NOW!,1970-01-01 00:00:00.000040660,1,Kolkata,1970-01-01,['shelter'],tornado warning northwestern calhoun county until dangerous storm take shelter now
2618,Waiting in a tornado shelter for a storm that already passed lol,1970-01-01 00:00:00.000040660,0,Delhi,1970-01-01,['shelter'],waiting tornado shelter storm that already passed lol
2619,"RT @TORNADOHUNT: Tornado heading for Cumberland, KY. Take shelter! If u live in a mobile home go to a safer shelter now! #Tornado",1970-01-01 00:00:00.000040660,1,Hyderabad,1970-01-01,['shelter'],rt tornado heading cumberland ky take shelter if u live mobile home go safer shelter now
2620,It would be cool if it was a tornado while were in school and everybody had to go to the bomb shelter lol too live,1970-01-01 00:00:00.000040660,1,Chennai,1970-01-01,['shelter'],it would be cool if it tornado while school everybody had go bomb shelter lol live
2621,"RT @tornadohunt: Strong tornado approaching southside of Birmingham. Take shelter now in West Blocton, Wilton, Montevallo, & Alabaster....",1970-01-01 00:00:00.000040660,0,Kolkata,1970-01-01,['shelter'],rt strong tornado approaching southside birmingham take shelter now west blocton wilton montevallo alabaster
2622,Tornado Warning for Northwestern Calhoun County until 745. Very dangerous storm. Take shelter NOW! #alwx http://nixle.us/7RGLN,1970-01-01 00:00:00.000040660,1,Kolkata,1970-01-01,['shelter'],tornado warning northwestern calhoun county until dangerous storm take shelter now
2623,"Tornado heading for Cumberland, KY. Take shelter! If u live in a mobile home go to a safer shelter now! u have time but not much, hurry!",1970-01-01 00:00:00.000040660,1,Mumbai,1970-01-01,['shelter'],tornado heading cumberland ky take shelter if u live mobile home go safer shelter now u have time but much hurry
2624,=@cali2smoov u & wifey need to take shelter asap...Tornado coming fast @MattJeezy30,1970-01-01 00:00:00.000040660,1,Bangalore,1970-01-01,['shelter'],u wifey need take shelter asaptornado coming fast
2645,"oh God! What a tweet! “@TWCBreaking: DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW!  TAKE SHELTER NOW!!!  #severe”",1970-01-01 00:00:00.000040660,1,Chennai,1970-01-01,['shelter'],oh god what tweet destructive tornado ripping through tuscaloosa al now take shelter now
2646,"If a tornado is threatening the safest place to be is in an underground shelter, basement or safe room. http://ow.ly/4IwJu",1970-01-01 00:00:00.000040660,1,Bangalore,1970-01-01,['shelter'],if tornado threatening safest place be underground shelter basement safe room
2647,"RT @TORNADOHUNT: Strong tornado approaching southside of Birmingham. Take shelter now in West Blocton, Wilton, (cont) http://tl.gd/a4ceh7",1970-01-01 00:00:00.000040660,1,Mumbai,1970-01-01,['shelter'],rt strong tornado approaching southside birmingham take shelter now west blocton wilton cont
2648,Tired of tornado watches - to king shelter with @SamyBrown for some studying,1970-01-01 00:00:00.000040660,0,Kolkata,1970-01-01,['shelter'],tired tornado watches king shelter studying
2650,"Tornado northside of Hunstville, AL. Take shelter in Moores Mill, Meridianville, and New Market",1970-01-01 00:00:00.000040660,1,Hyderabad,1970-01-01,['shelter'],tornado northside hunstville al take shelter moores mill meridianville new market
2652,@drabtshirt RT @TORNADOHUNT Strong tornado vortex signature Wash DC Metro near Bowie! Take shelter!,1970-01-01 00:00:00.000040660,1,Chennai,1970-01-01,['shelter'],rt strong tornado vortex signature wash dc metro near bowie take shelter
2653,"Strong tornado approaching southside of Birmingham. Take shelter now in West Blocton, Wilton, Montevallo, & Alabaster. Debris ball on radar!",1970-01-01 00:00:00.000040660,1,Mumbai,1970-01-01,['shelter'],strong tornado approaching southside birmingham take shelter now west blocton wilton montevallo alabaster debris ball radar
2654,RT @ersle: RT @TORNADOHUNT: Strong tornado vortex signature Wash DC Metro near Bowie! Take shelter!,1970-01-01 00:00:00.000040660,1,Delhi,1970-01-01,['shelter'],rt rt strong tornado vortex signature wash dc metro near bowie take shelter
2655,"Reports that a possible tornado touched down just east of Fayetteville, TN, folks east of here take shelter now, could still be on ground!",1970-01-01 00:00:00.000040660,1,Bangalore,1970-01-01,['shelter'],reports that possible tornado touched down east fayetteville tn folks east take shelter now could still be ground
2658,":O RT: @TWCBreaking TWC Breaking by @anaclarapicolo DESTRUCTIVE TORNADO RIPPING THROUGH TUSCALOOSA, AL NOW! TAKE SHELTER NOW!!! #severe",1970-01-01 00:00:00.000040660,1,Delhi,1970-01-01,['shelter'],o rt twc breaking destructive tornado ripping through tuscaloosa al now take shelter now
2659,RT @ersle: RT @TORNADOHUNT: Strong tornado vortex signature Wash DC Metro near Bowie! Take shelter! - mwahaha white house?,1970-01-01 00:00:00.000040660,0,Mumbai,1970-01-01,['shelter'],rt rt strong tornado vortex signature wash dc metro near bowie take shelter mwahaha white house
2660,So my brothers just called and they're in some shelter cuz a huge tornado is passing by where they are . WAHHH,1970-01-01 00:00:00.000040660,0,Kolkata,1970-01-01,['shelter'],my brothers called theyre shelter cuz huge tornado passing where they wahhh
2662,The tv just said there was a tornado and to take shelter! O.O,1970-01-01 00:00:00.000040660,0,Chennai,1970-01-01,['shelter'],tv said tornado take shelter oo
2664,"Menacing tornado footage fromTuscaloosa twitvid.com/4W6PU Toad's Wild Ride with FANGS. Listen 4 sirens, seek shelter, be safe as you can.",1970-01-01 00:00:00.000040660,0,Delhi,1970-01-01,['shelter'],menacing tornado footage fromtuscaloosa twitvidcomwpu toads wild ride fangs listen sirens seek shelter be safe as you
2667,RT @TORNADOHUNT: Strong tornado vortex signature Wash DC Metro near Bowie! Take shelter!,1970-01-01 00:00:00.000040660,1,Mumbai,1970-01-01,['shelter'],rt strong tornado vortex signature wash dc metro near bowie take shelter
2669,"RT @TORNADOHUNT 
Strong tornado vortex signature Wash DC Metro near Bowie! Take shelter!",1970-01-01 00:00:00.000040660,1,Hyderabad,1970-01-01,['shelter'],rt strong tornado vortex signature wash dc metro near bowie take shelter
2671,Tornado Watch extended to 3 AM. Conditions are right for a tornado. Remain alert & prepared to take shelter throughout the night.,1970-01-01 00:00:00.000040660,1,Hyderabad,1970-01-01,['shelter'],tornado watch extended am conditions right tornado remain alert prepared take shelter throughout night
2673,tornado warning take shelter shit im going sit on my front porch and relax,1970-01-01 00:00:00.000040660,1,Mumbai,1970-01-01,['shelter'],tornado warning take shelter shit im going sit my front porch relax
2674,Still very strong rotation around Manchester.....seek shelter right now! Tornado Warning still in effect for Grundy & Warren til 6:45,1970-01-01 00:00:00.000040660,1,Mumbai,1970-01-01,['shelter'],still strong rotation around manchesterseek shelter right now tornado warning still effect grundy warren til
2677,Strong tornado vortex signature Wash DC Metro near Bowie! Take shelter!,1970-01-01 00:00:00.000040660,1,Hyderabad,1970-01-01,['shelter'],strong tornado vortex signature wash dc metro near bowie take shelter
2680,Niece is OK!!! she & a room mate took shelter in the closet..could feel the building shaking..tornado hit not far from them.. Thank You God.,1970-01-01 00:00:00.000040660,0,Delhi,1970-01-01,['shelter'],niece ok she room mate took shelter closetcould feel building shakingtornado hit far them thank you god
